Nivel;Clasificacion;Capitulo_Nombre;Subcapitulo_Nombre;Actividad_Nombre;WBS;KPI;Valor
Actividad;2. Índices de Desempeño (Eficiencia Relativa);4. Equipos Primarios;4.2 Suministro Maniobra;Suministro Maniobra - Interruptor 115kV;4.2.3;CPI;0,85
Actividad;2. Índices de Desempeño (Eficiencia Relativa);4. Equipos Primarios;4.2 Suministro Maniobra;Suministro Maniobra - Seccionador 115kV;4.2.4;CPI;0,85
Actividad;2. Índices de Desempeño (Eficiencia Relativa);4. Equipos Primarios;4.2 Suministro Maniobra;Suministro Maniobra - CTs 115kV;4.2.5;CPI;0,85
Actividad;2. Índices de Desempeño (Eficiencia Relativa);4. Equipos Primarios;4.2 Suministro Maniobra;Suministro Maniobra - PTs 115kV;4.2.6;CPI;0,85
Actividad;2. Índices de Desempeño (Eficiencia Relativa);4. Equipos Primarios;4.2 Suministro Maniobra;Suministro Maniobra - Pararrayos;4.2.7;CPI;0,85
Actividad;2. Índices de Desempeño (Eficiencia Relativa);4. Equipos Primarios;4.2 Suministro Maniobra;Suministro Maniobra - Celdas 13.8kV;4.2.8;CPI;0,85
Actividad;2. Índices de Desempeño (Eficiencia Relativa);4. Equipos Primarios;4.2 Suministro Maniobra;Suministro Maniobra - Banco Condensadores;4.2.9;CPI;0,85
Actividad;2. Índices de Desempeño (Eficiencia Relativa);4. Equipos Primarios;4.2 Suministro Maniobra;Suministro Maniobra - Aisladores Soporte;4.2.10;CPI;0,85
Actividad;2. Índices de Desempeño (Eficiencia Relativa);4. Equipos Primarios;4.3 Suministro Medida;Suministro Medida - Unidad Principal;4.3.1;CPI;0,85
Actividad;2. Índices de Desempeño (Eficiencia Relativa);4. Equipos Primarios;4.3 Suministro Medida;Suministro Medida - Reserva;4.3.2;CPI;0,85
Actividad;2. Índices de Desempeño (Eficiencia Relativa);4. Equipos Primarios;4.3 Suministro Medida;Suministro Medida - Interruptor 115kV;4.3.3;CPI;0,85
Actividad;2. Índices de Desempeño (Eficiencia Relativa);4. Equipos Primarios;4.3 Suministro Medida;Suministro Medida - Seccionador 115kV;4.3.4;CPI;0,85
Actividad;2. Índices de Desempeño (Eficiencia Relativa);4. Equipos Primarios;4.3 Suministro Medida;Suministro Medida - CTs 115kV;4.3.5;CPI;0,85
Actividad;2. Índices de Desempeño (Eficiencia Relativa);4. Equipos Primarios;4.3 Suministro Medida;Suministro Medida - PTs 115kV;4.3.6;CPI;0,85
Actividad;2. Índices de Desempeño (Eficiencia Relativa);4. Equipos Primarios;4.3 Suministro Medida;Suministro Medida - Pararrayos;4.3.7;CPI;0,85
Actividad;2. Índices de Desempeño (Eficiencia Relativa);4. Equipos Primarios;4.3 Suministro Medida;Suministro Medida - Celdas 13.8kV;4.3.8;CPI;0,85
Actividad;2. Índices de Desempeño (Eficiencia Relativa);4. Equipos Primarios;4.3 Suministro Medida;Suministro Medida - Banco Condensadores;4.3.9;CPI;0,85
Actividad;2. Índices de Desempeño (Eficiencia Relativa);4. Equipos Primarios;4.3 Suministro Medida;Suministro Medida - Aisladores Soporte;4.3.10;CPI;0,85
Actividad;2. Índices de Desempeño (Eficiencia Relativa);4. Equipos Primarios;4.4 Suministro Proteccion;Suministro Proteccion - Unidad Principal;4.4.1;CPI;0,85
Actividad;2. Índices de Desempeño (Eficiencia Relativa);4. Equipos Primarios;4.4 Suministro Proteccion;Suministro Proteccion - Reserva;4.4.2;CPI;0,85
Actividad;2. Índices de Desempeño (Eficiencia Relativa);4. Equipos Primarios;4.4 Suministro Proteccion;Suministro Proteccion - Interruptor 115kV;4.4.3;CPI;0,85
Actividad;2. Índices de Desempeño (Eficiencia Relativa);4. Equipos Primarios;4.4 Suministro Proteccion;Suministro Proteccion - Seccionador 115kV;4.4.4;CPI;0,85
Actividad;2. Índices de Desempeño (Eficiencia Relativa);4. Equipos Primarios;4.4 Suministro Proteccion;Suministro Proteccion - CTs 115kV;4.4.5;CPI;0,85
Actividad;2. Índices de Desempeño (Eficiencia Relativa);4. Equipos Primarios;4.4 Suministro Proteccion;Suministro Proteccion - PTs 115kV;4.4.6;CPI;0,85
Actividad;2. Índices de Desempeño (Eficiencia Relativa);4. Equipos Primarios;4.4 Suministro Proteccion;Suministro Proteccion - Pararrayos;4.4.7;CPI;0,85
Actividad;2. Índices de Desempeño (Eficiencia Relativa);4. Equipos Primarios;4.4 Suministro Proteccion;Suministro Proteccion - Celdas 13.8kV;4.4.8;CPI;0,85
Actividad;2. Índices de Desempeño (Eficiencia Relativa);4. Equipos Primarios;4.4 Suministro Proteccion;Suministro Proteccion - Banco Condensadores;4.4.9;CPI;0,85
Actividad;2. Índices de Desempeño (Eficiencia Relativa);4. Equipos Primarios;4.4 Suministro Proteccion;Suministro Proteccion - Aisladores Soporte;4.4.10;CPI;0,85
Actividad;2. Índices de Desempeño (Eficiencia Relativa);5. Montaje Electromecanico;5.1 Estructuras Metalicas;Estructuras Metalicas - Porticos 115kV;5.1.1;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);5. Montaje Electromecanico;5.1 Estructuras Metalicas;Estructuras Metalicas - Soportes Equipos;5.1.2;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);5. Montaje Electromecanico;5.1 Estructuras Metalicas;Estructuras Metalicas - Trafo Principal;5.1.3;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);5. Montaje Electromecanico;5.1 Estructuras Metalicas;Estructuras Metalicas - Interruptores;5.1.4;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);5. Montaje Electromecanico;5.1 Estructuras Metalicas;Estructuras Metalicas - Seccionadores;5.1.5;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);5. Montaje Electromecanico;5.1 Estructuras Metalicas;Estructuras Metalicas - CTs y PTs;5.1.6;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);5. Montaje Electromecanico;5.1 Estructuras Metalicas;Estructuras Metalicas - Tuberia Aluminio;5.1.7;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);5. Montaje Electromecanico;5.1 Estructuras Metalicas;Estructuras Metalicas - Cable ACSR;5.1.8;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);5. Montaje Electromecanico;5.1 Estructuras Metalicas;Estructuras Metalicas - Herrajes;5.1.9;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);5. Montaje Electromecanico;5.1 Estructuras Metalicas;Estructuras Metalicas - Grapas;5.1.10;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);5. Montaje Electromecanico;5.2 Equipos de Patio;Equipos de Patio - Porticos 115kV;5.2.1;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);5. Montaje Electromecanico;5.2 Equipos de Patio;Equipos de Patio - Soportes Equipos;5.2.2;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);5. Montaje Electromecanico;5.2 Equipos de Patio;Equipos de Patio - Trafo Principal;5.2.3;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);5. Montaje Electromecanico;5.2 Equipos de Patio;Equipos de Patio - Interruptores;5.2.4;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);5. Montaje Electromecanico;5.2 Equipos de Patio;Equipos de Patio - Seccionadores;5.2.5;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);5. Montaje Electromecanico;5.2 Equipos de Patio;Equipos de Patio - CTs y PTs;5.2.6;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);5. Montaje Electromecanico;5.2 Equipos de Patio;Equipos de Patio - Tuberia Aluminio;5.2.7;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);5. Montaje Electromecanico;5.2 Equipos de Patio;Equipos de Patio - Cable ACSR;5.2.8;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);5. Montaje Electromecanico;5.2 Equipos de Patio;Equipos de Patio - Herrajes;5.2.9;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);5. Montaje Electromecanico;5.2 Equipos de Patio;Equipos de Patio - Grapas;5.2.10;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);5. Montaje Electromecanico;5.3 Barras y Conexiones;Barras y Conexiones - Porticos 115kV;5.3.1;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);5. Montaje Electromecanico;5.3 Barras y Conexiones;Barras y Conexiones - Soportes Equipos;5.3.2;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);5. Montaje Electromecanico;5.3 Barras y Conexiones;Barras y Conexiones - Trafo Principal;5.3.3;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);5. Montaje Electromecanico;5.3 Barras y Conexiones;Barras y Conexiones - Interruptores;5.3.4;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);5. Montaje Electromecanico;5.3 Barras y Conexiones;Barras y Conexiones - Seccionadores;5.3.5;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);5. Montaje Electromecanico;5.3 Barras y Conexiones;Barras y Conexiones - CTs y PTs;5.3.6;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);5. Montaje Electromecanico;5.3 Barras y Conexiones;Barras y Conexiones - Tuberia Aluminio;5.3.7;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);5. Montaje Electromecanico;5.3 Barras y Conexiones;Barras y Conexiones - Cable ACSR;5.3.8;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);5. Montaje Electromecanico;5.3 Barras y Conexiones;Barras y Conexiones - Herrajes;5.3.9;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);5. Montaje Electromecanico;5.3 Barras y Conexiones;Barras y Conexiones - Grapas;5.3.10;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);5. Montaje Electromecanico;5.4 Apriete y Nivelacion;Apriete y Nivelacion - Porticos 115kV;5.4.1;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);5. Montaje Electromecanico;5.4 Apriete y Nivelacion;Apriete y Nivelacion - Soportes Equipos;5.4.2;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);5. Montaje Electromecanico;5.4 Apriete y Nivelacion;Apriete y Nivelacion - Trafo Principal;5.4.3;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);5. Montaje Electromecanico;5.4 Apriete y Nivelacion;Apriete y Nivelacion - Interruptores;5.4.4;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);5. Montaje Electromecanico;5.4 Apriete y Nivelacion;Apriete y Nivelacion - Seccionadores;5.4.5;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);5. Montaje Electromecanico;5.4 Apriete y Nivelacion;Apriete y Nivelacion - CTs y PTs;5.4.6;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);5. Montaje Electromecanico;5.4 Apriete y Nivelacion;Apriete y Nivelacion - Tuberia Aluminio;5.4.7;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);5. Montaje Electromecanico;5.4 Apriete y Nivelacion;Apriete y Nivelacion - Cable ACSR;5.4.8;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);5. Montaje Electromecanico;5.4 Apriete y Nivelacion;Apriete y Nivelacion - Herrajes;5.4.9;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);5. Montaje Electromecanico;5.4 Apriete y Nivelacion;Apriete y Nivelacion - Grapas;5.4.10;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);6. Control y Protecciones;6.1 Tableros de Linea;Tableros de Linea - Gabinete 1;6.1.1;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);6. Control y Protecciones;6.1 Tableros de Linea;Tableros de Linea - Gabinete 2;6.1.2;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);6. Control y Protecciones;6.1 Tableros de Linea;Tableros de Linea - Gabinete 3;6.1.3;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);6. Control y Protecciones;6.1 Tableros de Linea;Tableros de Linea - Banco Baterias;6.1.4;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);6. Control y Protecciones;6.1 Tableros de Linea;Tableros de Linea - Cargador;6.1.5;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);6. Control y Protecciones;6.1 Tableros de Linea;Tableros de Linea - Tendido Cable;6.1.6;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);6. Control y Protecciones;6.1 Tableros de Linea;Tableros de Linea - Conexionado;6.1.7;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);6. Control y Protecciones;6.1 Tableros de Linea;Tableros de Linea - Fibra Optica;6.1.8;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);6. Control y Protecciones;6.1 Tableros de Linea;Tableros de Linea - Switch Ethernet;6.1.9;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);6. Control y Protecciones;6.1 Tableros de Linea;Tableros de Linea - RTU;6.1.10;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);6. Control y Protecciones;6.2 Tableros de Trafo;Tableros de Trafo - Gabinete 1;6.2.1;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);6. Control y Protecciones;6.2 Tableros de Trafo;Tableros de Trafo - Gabinete 2;6.2.2;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);6. Control y Protecciones;6.2 Tableros de Trafo;Tableros de Trafo - Gabinete 3;6.2.3;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);6. Control y Protecciones;6.2 Tableros de Trafo;Tableros de Trafo - Banco Baterias;6.2.4;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);6. Control y Protecciones;6.2 Tableros de Trafo;Tableros de Trafo - Cargador;6.2.5;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);6. Control y Protecciones;6.2 Tableros de Trafo;Tableros de Trafo - Tendido Cable;6.2.6;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);6. Control y Protecciones;6.2 Tableros de Trafo;Tableros de Trafo - Conexionado;6.2.7;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);6. Control y Protecciones;6.2 Tableros de Trafo;Tableros de Trafo - Fibra Optica;6.2.8;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);6. Control y Protecciones;6.2 Tableros de Trafo;Tableros de Trafo - Switch Ethernet;6.2.9;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);6. Control y Protecciones;6.2 Tableros de Trafo;Tableros de Trafo - RTU;6.2.10;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);6. Control y Protecciones;6.3 Servicios Auxiliares;Servicios Auxiliares - Gabinete 1;6.3.1;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);6. Control y Protecciones;6.3 Servicios Auxiliares;Servicios Auxiliares - Gabinete 2;6.3.2;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);6. Control y Protecciones;6.3 Servicios Auxiliares;Servicios Auxiliares - Gabinete 3;6.3.3;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);6. Control y Protecciones;6.3 Servicios Auxiliares;Servicios Auxiliares - Banco Baterias;6.3.4;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);6. Control y Protecciones;6.3 Servicios Auxiliares;Servicios Auxiliares - Cargador;6.3.5;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);6. Control y Protecciones;6.3 Servicios Auxiliares;Servicios Auxiliares - Tendido Cable;6.3.6;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);6. Control y Protecciones;6.3 Servicios Auxiliares;Servicios Auxiliares - Conexionado;6.3.7;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);6. Control y Protecciones;6.3 Servicios Auxiliares;Servicios Auxiliares - Fibra Optica;6.3.8;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);6. Control y Protecciones;6.3 Servicios Auxiliares;Servicios Auxiliares - Switch Ethernet;6.3.9;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);6. Control y Protecciones;6.3 Servicios Auxiliares;Servicios Auxiliares - RTU;6.3.10;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);6. Control y Protecciones;6.4 Cableado de Control;Cableado de Control - Gabinete 1;6.4.1;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);6. Control y Protecciones;6.4 Cableado de Control;Cableado de Control - Gabinete 2;6.4.2;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);6. Control y Protecciones;6.4 Cableado de Control;Cableado de Control - Gabinete 3;6.4.3;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);6. Control y Protecciones;6.4 Cableado de Control;Cableado de Control - Banco Baterias;6.4.4;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);6. Control y Protecciones;6.4 Cableado de Control;Cableado de Control - Cargador;6.4.5;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);6. Control y Protecciones;6.4 Cableado de Control;Cableado de Control - Tendido Cable;6.4.6;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);6. Control y Protecciones;6.4 Cableado de Control;Cableado de Control - Conexionado;6.4.7;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);6. Control y Protecciones;6.4 Cableado de Control;Cableado de Control - Fibra Optica;6.4.8;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);6. Control y Protecciones;6.4 Cableado de Control;Cableado de Control - Switch Ethernet;6.4.9;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);6. Control y Protecciones;6.4 Cableado de Control;Cableado de Control - RTU;6.4.10;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Transformador;7.1.1;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Interruptores;7.1.2;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Seccionadores;7.1.3;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Reles Distancia;7.1.4;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Reles Diferenciales;7.1.5;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Integracion SCADA;7.1.6;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Medidores;7.1.7;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Lazos de Control;7.1.8;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Protocolos SAT;7.1.9;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);7. Pruebas y Puesta;7.1 Pruebas Equipos;Pruebas Equipos - Acta Final;7.1.10;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);7. Pruebas y Puesta;7.2 Pruebas Control;Pruebas Control - Transformador;7.2.1;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);7. Pruebas y Puesta;7.2 Pruebas Control;Pruebas Control - Interruptores;7.2.2;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);7. Pruebas y Puesta;7.2 Pruebas Control;Pruebas Control - Seccionadores;7.2.3;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);7. Pruebas y Puesta;7.2 Pruebas Control;Pruebas Control - Reles Distancia;7.2.4;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);7. Pruebas y Puesta;7.2 Pruebas Control;Pruebas Control - Reles Diferenciales;7.2.5;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);7. Pruebas y Puesta;7.2 Pruebas Control;Pruebas Control - Integracion SCADA;7.2.6;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);7. Pruebas y Puesta;7.2 Pruebas Control;Pruebas Control - Medidores;7.2.7;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);7. Pruebas y Puesta;7.2 Pruebas Control;Pruebas Control - Lazos de Control;7.2.8;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);7. Pruebas y Puesta;7.2 Pruebas Control;Pruebas Control - Protocolos SAT;7.2.9;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);7. Pruebas y Puesta;7.2 Pruebas Control;Pruebas Control - Acta Final;7.2.10;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);7. Pruebas y Puesta;7.3 Pruebas de Sistema;Pruebas de Sistema - Transformador;7.3.1;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);7. Pruebas y Puesta;7.3 Pruebas de Sistema;Pruebas de Sistema - Interruptores;7.3.2;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);7. Pruebas y Puesta;7.3 Pruebas de Sistema;Pruebas de Sistema - Seccionadores;7.3.3;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);7. Pruebas y Puesta;7.3 Pruebas de Sistema;Pruebas de Sistema - Reles Distancia;7.3.4;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);7. Pruebas y Puesta;7.3 Pruebas de Sistema;Pruebas de Sistema - Reles Diferenciales;7.3.5;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);7. Pruebas y Puesta;7.3 Pruebas de Sistema;Pruebas de Sistema - Integracion SCADA;7.3.6;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);7. Pruebas y Puesta;7.3 Pruebas de Sistema;Pruebas de Sistema - Medidores;7.3.7;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);7. Pruebas y Puesta;7.3 Pruebas de Sistema;Pruebas de Sistema - Lazos de Control;7.3.8;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);7. Pruebas y Puesta;7.3 Pruebas de Sistema;Pruebas de Sistema - Protocolos SAT;7.3.9;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);7. Pruebas y Puesta;7.3 Pruebas de Sistema;Pruebas de Sistema - Acta Final;7.3.10;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);7. Pruebas y Puesta;7.4 Energizacion;Energizacion - Transformador;7.4.1;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);7. Pruebas y Puesta;7.4 Energizacion;Energizacion - Interruptores;7.4.2;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);7. Pruebas y Puesta;7.4 Energizacion;Energizacion - Seccionadores;7.4.3;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);7. Pruebas y Puesta;7.4 Energizacion;Energizacion - Reles Distancia;7.4.4;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);7. Pruebas y Puesta;7.4 Energizacion;Energizacion - Reles Diferenciales;7.4.5;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);7. Pruebas y Puesta;7.4 Energizacion;Energizacion - Integracion SCADA;7.4.6;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);7. Pruebas y Puesta;7.4 Energizacion;Energizacion - Medidores;7.4.7;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);7. Pruebas y Puesta;7.4 Energizacion;Energizacion - Lazos de Control;7.4.8;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);7. Pruebas y Puesta;7.4 Energizacion;Energizacion - Protocolos SAT;7.4.9;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);7. Pruebas y Puesta;7.4 Energizacion;Energizacion - Acta Final;7.4.10;CPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);1. Ingenieria de Detalle;1.1 Topografia y Suelos;Topografia y Suelos - Porticos 115kV;1.1.1;SPI;0,96
Actividad;2. Índices de Desempeño (Eficiencia Relativa);1. Ingenieria de Detalle;1.1 Topografia y Suelos;Topografia y Suelos - Caseta de Control;1.1.2;SPI;0,99
Actividad;2. Índices de Desempeño (Eficiencia Relativa);1. Ingenieria de Detalle;1.1 Topografia y Suelos;Topografia y Suelos - Trafo de Potencia;1.1.3;SPI;0,99
Actividad;2. Índices de Desempeño (Eficiencia Relativa);1. Ingenieria de Detalle;1.1 Topografia y Suelos;Topografia y Suelos - Vias Internas;1.1.4;SPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);1. Ingenieria de Detalle;1.1 Topografia y Suelos;Topografia y Suelos - Drenajes;1.1.5;SPI;0,97
Actividad;2. Índices de Desempeño (Eficiencia Relativa);1. Ingenieria de Detalle;1.1 Topografia y Suelos;Topografia y Suelos - Malla a Tierra;1.1.6;SPI;0,97
Actividad;2. Índices de Desempeño (Eficiencia Relativa);1. Ingenieria de Detalle;1.1 Topografia y Suelos;Topografia y Suelos - SSAA;1.1.7;SPI;0,93
Actividad;2. Índices de Desempeño (Eficiencia Relativa);1. Ingenieria de Detalle;1.1 Topografia y Suelos;Topografia y Suelos - Comunicaciones;1.1.8;SPI;1,0
Actividad;2. Índices de Desempeño (Eficiencia Relativa);1. Ingenieria de Detalle;1.1 Topografia y Suelos;Topografia y Suelos - Cerramiento;1.1.9;SPI;0,97
Actividad;2. Índices de Desempeño (Eficiencia Relativa);1. Ingenieria de Detalle;1.1 Topografia y Suelos;Topografia y Suelos - Iluminacion;1.1.10;SPI;0,97
Actividad;2. Índices de Desempeño (Eficiencia Relativa);1. Ingenieria de Detalle;1.2 Diseno Civil;Diseno Civil - Porticos 115kV;1.2.1;SPI;0,97
Actividad;2. Índices de Desempeño (Eficiencia Relativa);1. Ingenieria de Detalle;1.2 Diseno Civil;Diseno Civil - Caseta de Control;1.2.2;SPI;0,99
Actividad;2. Índices de Desempeño (Eficiencia Relativa);1. Ingenieria de Detalle;1.2 Diseno Civil;Diseno Civil - Trafo de Potencia;1.2.3;SPI;0,98
Actividad;2. Índices de Desempeño (Eficiencia Relativa);1. Ingenieria de Detalle;1.2 Diseno Civil;Diseno Civil - Vias Internas;1.2.4;SPI;0,97
Actividad;2. Índices de Desempeño (Eficiencia Relativa);1. Ingenieria de Detalle;1.2 Diseno Civil;Diseno Civil - Drenajes;1.2.5;SPI;0,97
Actividad;2. Índices de Desempeño (Eficiencia Relativa);1. Ingenieria de Detalle;1.2 Diseno Civil;Diseno Civil - Malla a Tierra;1.2.6;SPI;1,0
