Fecha;Semana;WBS;Capitulo;Subcapitulo;Actividad;PV;EV;AC;Comentarios_Obra;Comentarios_Admin
2025-08-24;8;3.4.7;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Placa Caseta;1516,99;956,38;1731,27;Rendimiento de maquinaria disminuye por saturacion del suelo.;Suministro de concreto premezclado facturado segun presupuesto.
2025-08-31;9;3.4.7;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Placa Caseta;2142,44;1350,69;2445,07;Rendimiento de maquinaria disminuye por saturacion del suelo.;Reporte de horas hombre dentro de linea base.
2025-09-07;10;3.4.7;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Placa Caseta;2800,28;1765,42;3195,83;Aparicion de humedad en el fondo de la excavacion.;Suministro de concreto premezclado facturado segun presupuesto.
2025-09-14;11;3.4.7;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Placa Caseta;3485,13;2197,18;3977,42;Rendimiento de cuadrilla cae al 30%. Terreno inestable y lodoso.;Sobrecosto grave: Aprobacion de adicionales por alquiler de bombas y mangueras.
2025-09-21;12;3.4.7;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Placa Caseta;4193,29;2643,64;4785,61;Nivel freatico alto impide continuar excavacion. Carcamos inundados.;Impacto a flujo de caja por horas extras de cuadrillas en achique.
2025-09-28;13;3.4.7;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Placa Caseta;4922,04;3103,08;5617,29;Derrumbe de taludes en cimentacion mayor por saturacion.;Impacto a flujo de caja por horas extras de cuadrillas en achique.
2025-10-05;14;3.4.7;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Placa Caseta;5669,29;3574,18;6470,09;Rendimiento de cuadrilla cae al 30%. Terreno inestable y lodoso.;Impacto a flujo de caja por horas extras de cuadrillas en achique.
2025-10-12;15;3.4.7;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Placa Caseta;6433,35;4055,87;7342,08;Derrumbe de taludes en cimentacion mayor por saturacion.;Impacto a flujo de caja por horas extras de cuadrillas en achique.
2025-10-19;16;3.4.7;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Placa Caseta;7212,88;4547,32;8231,72;Paralizacion parcial. Se instalan bombas de achique 24/7.;Sobrecosto grave: Aprobacion de adicionales por alquiler de bombas y mangueras.
2025-10-26;17;3.4.7;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Placa Caseta;8006,73;5047,8;9137,71;Paralizacion parcial. Se instalan bombas de achique 24/7.;Disputa con contratista por rendimientos no contemplados en contrato.
2025-11-02;18;3.4.7;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Placa Caseta;8813,93;5556,7;10058,93;Nivel freatico alto impide continuar excavacion. Carcamos inundados.;Sobrecosto grave: Aprobacion de adicionales por alquiler de bombas y mangueras.
2025-11-09;19;3.4.7;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Placa Caseta;9633,66;6073,49;10994,44;Nivel freatico alto impide continuar excavacion. Carcamos inundados.;Impacto a flujo de caja por horas extras de cuadrillas en achique.
2025-11-16;20;3.4.7;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Placa Caseta;10465,19;6597,73;11943,43;Derrumbe de taludes en cimentacion mayor por saturacion.;Disputa con contratista por rendimientos no contemplados en contrato.
2025-11-23;21;3.4.7;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Placa Caseta;11307,89;;;-;-
2025-11-30;22;3.4.7;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Placa Caseta;12161,19;;;-;-
2025-12-07;23;3.4.7;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Placa Caseta;13024,6;;;-;-
2025-12-14;24;3.4.7;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Placa Caseta;13897,66;;;-;-
2025-12-21;25;3.4.7;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Placa Caseta;14779,97;;;-;-
2025-12-28;26;3.4.7;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Placa Caseta;15671,14;;;-;-
2026-01-04;27;3.4.7;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Placa Caseta;16570,85;;;-;-
2026-01-11;28;3.4.7;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Placa Caseta;17478,77;;;-;-
2026-01-18;29;3.4.7;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Placa Caseta;18394,63;;;-;-
2026-01-25;30;3.4.7;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Placa Caseta;19318,15;;;-;-
2026-02-01;31;3.4.7;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Placa Caseta;20249,09;;;-;-
2026-02-08;32;3.4.7;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Placa Caseta;21187,22;;;-;-
2026-02-15;33;3.4.7;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Placa Caseta;21187,22;;;-;-
2026-02-22;34;3.4.7;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Placa Caseta;21187,22;;;-;-
2026-03-01;35;3.4.7;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Placa Caseta;21187,22;;;-;-
2026-03-08;36;3.4.7;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Placa Caseta;21187,22;;;-;-
2026-03-15;37;3.4.7;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Placa Caseta;21187,22;;;-;-
2026-03-22;38;3.4.7;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Placa Caseta;21187,22;;;-;-
2026-03-29;39;3.4.7;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Placa Caseta;21187,22;;;-;-
2026-04-05;40;3.4.7;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Placa Caseta;21187,22;;;-;-
2026-04-12;41;3.4.7;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Placa Caseta;21187,22;;;-;-
2026-04-19;42;3.4.7;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Placa Caseta;21187,22;;;-;-
2026-04-26;43;3.4.7;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Placa Caseta;21187,22;;;-;-
2026-05-03;44;3.4.7;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Placa Caseta;21187,22;;;-;-
2026-05-10;45;3.4.7;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Placa Caseta;21187,22;;;-;-
2026-05-17;46;3.4.7;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Placa Caseta;21187,22;;;-;-
2026-05-24;47;3.4.7;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Placa Caseta;21187,22;;;-;-
2026-05-31;48;3.4.7;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Placa Caseta;21187,22;;;-;-
2026-06-07;49;3.4.7;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Placa Caseta;21187,22;;;-;-
2026-06-14;50;3.4.7;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Placa Caseta;21187,22;;;-;-
2026-06-21;51;3.4.7;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Placa Caseta;21187,22;;;-;-
2026-06-28;52;3.4.7;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Placa Caseta;21187,22;;;-;-
2026-07-05;53;3.4.7;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Placa Caseta;21187,22;;;-;-
2026-07-12;54;3.4.7;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Placa Caseta;21187,22;;;-;-
2026-07-19;55;3.4.7;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Placa Caseta;21187,22;;;-;-
2026-07-26;56;3.4.7;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Placa Caseta;21187,22;;;-;-
2026-08-02;57;3.4.7;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Placa Caseta;21187,22;;;-;-
2026-08-09;58;3.4.7;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Placa Caseta;21187,22;;;-;-
2026-08-16;59;3.4.7;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Placa Caseta;21187,22;;;-;-
2026-08-23;60;3.4.7;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Placa Caseta;21187,22;;;-;-
2025-07-06;1;3.4.8;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Vias Perimetrales;0,0;0,0;0,0;-;-
2025-07-13;2;3.4.8;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Vias Perimetrales;0,0;0,0;0,0;-;-
2025-07-20;3;3.4.8;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Vias Perimetrales;0,0;0,0;0,0;-;-
2025-07-27;4;3.4.8;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Vias Perimetrales;0,0;0,0;0,0;-;-
2025-08-03;5;3.4.8;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Vias Perimetrales;0,0;0,0;0,0;-;-
2025-08-10;6;3.4.8;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Vias Perimetrales;445,72;278,9;504,87;Fundicion de concreto con ensayos de cilindros conformes.;Aprobacion de APU sin desvios.
2025-08-17;7;3.4.8;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Vias Perimetrales;1024,0;640,74;1159,89;Se solicita equipo de bombeo preventivo.;Suministro de concreto premezclado facturado segun presupuesto.
2025-08-24;8;3.4.8;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Vias Perimetrales;1665,74;1042,29;1886,79;Aparicion de humedad en el fondo de la excavacion.;Reporte de horas hombre dentro de linea base.
2025-08-31;9;3.4.8;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Vias Perimetrales;2352,53;1472,03;2664,71;Lluvias aisladas retrasan levemente el armado de formaleta.;Suministro de concreto premezclado facturado segun presupuesto.
2025-09-07;10;3.4.8;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Vias Perimetrales;3074,87;1924,01;3482,91;Se solicita equipo de bombeo preventivo.;Aprobacion de APU sin desvios.
2025-09-14;11;3.4.8;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Vias Perimetrales;3826,88;2394,56;4334,71;Derrumbe de taludes en cimentacion mayor por saturacion.;Impacto a flujo de caja por horas extras de cuadrillas en achique.
2025-09-21;12;3.4.8;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Vias Perimetrales;4604,48;2881,12;5215,5;Nivel freatico alto impide continuar excavacion. Carcamos inundados.;Sobrecosto grave: Aprobacion de adicionales por alquiler de bombas y mangueras.
2025-09-28;13;3.4.8;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Vias Perimetrales;5404,69;3381,83;6121,9;Rendimiento de cuadrilla cae al 30%. Terreno inestable y lodoso.;Disputa con contratista por rendimientos no contemplados en contrato.
2025-10-05;14;3.4.8;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Vias Perimetrales;6225,21;3895,24;7051,3;Rendimiento de cuadrilla cae al 30%. Terreno inestable y lodoso.;Sobrecosto grave: Aprobacion de adicionales por alquiler de bombas y mangueras.
2025-10-12;15;3.4.8;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Vias Perimetrales;7064,2;4420,22;8001,63;Paralizacion parcial. Se instalan bombas de achique 24/7.;Disputa con contratista por rendimientos no contemplados en contrato.
2025-10-19;16;3.4.8;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Vias Perimetrales;7920,16;4955,81;8971,18;Rendimiento de cuadrilla cae al 30%. Terreno inestable y lodoso.;Disputa con contratista por rendimientos no contemplados en contrato.
2025-10-26;17;3.4.8;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Vias Perimetrales;8791,85;5501,24;9958,54;Nivel freatico alto impide continuar excavacion. Carcamos inundados.;Impacto a flujo de caja por horas extras de cuadrillas en achique.
2025-11-02;18;3.4.8;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Vias Perimetrales;9678,21;6055,86;10962,52;Paralizacion parcial. Se instalan bombas de achique 24/7.;Impacto a flujo de caja por horas extras de cuadrillas en achique.
2025-11-09;19;3.4.8;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Vias Perimetrales;10578,32;6619,07;11982,08;Rendimiento de cuadrilla cae al 30%. Terreno inestable y lodoso.;Disputa con contratista por rendimientos no contemplados en contrato.
2025-11-16;20;3.4.8;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Vias Perimetrales;11491,39;7190,4;13016,31;Derrumbe de taludes en cimentacion mayor por saturacion.;Sobrecosto grave: Aprobacion de adicionales por alquiler de bombas y mangueras.
2025-11-23;21;3.4.8;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Vias Perimetrales;12416,72;;;-;-
2025-11-30;22;3.4.8;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Vias Perimetrales;13353,7;;;-;-
2025-12-07;23;3.4.8;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Vias Perimetrales;14301,78;;;-;-
2025-12-14;24;3.4.8;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Vias Perimetrales;15260,45;;;-;-
2025-12-21;25;3.4.8;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Vias Perimetrales;16229,27;;;-;-
2025-12-28;26;3.4.8;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Vias Perimetrales;17207,83;;;-;-
2026-01-04;27;3.4.8;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Vias Perimetrales;18195,76;;;-;-
2026-01-11;28;3.4.8;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Vias Perimetrales;19192,71;;;-;-
2026-01-18;29;3.4.8;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Vias Perimetrales;20198,38;;;-;-
2026-01-25;30;3.4.8;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Vias Perimetrales;21212,46;;;-;-
2026-02-01;31;3.4.8;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Vias Perimetrales;22234,69;;;-;-
2026-02-08;32;3.4.8;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Vias Perimetrales;23264,81;;;-;-
2026-02-15;33;3.4.8;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Vias Perimetrales;23264,81;;;-;-
2026-02-22;34;3.4.8;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Vias Perimetrales;23264,81;;;-;-
2026-03-01;35;3.4.8;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Vias Perimetrales;23264,81;;;-;-
2026-03-08;36;3.4.8;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Vias Perimetrales;23264,81;;;-;-
2026-03-15;37;3.4.8;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Vias Perimetrales;23264,81;;;-;-
2026-03-22;38;3.4.8;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Vias Perimetrales;23264,81;;;-;-
2026-03-29;39;3.4.8;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Vias Perimetrales;23264,81;;;-;-
2026-04-05;40;3.4.8;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Vias Perimetrales;23264,81;;;-;-
2026-04-12;41;3.4.8;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Vias Perimetrales;23264,81;;;-;-
2026-04-19;42;3.4.8;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Vias Perimetrales;23264,81;;;-;-
2026-04-26;43;3.4.8;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Vias Perimetrales;23264,81;;;-;-
2026-05-03;44;3.4.8;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Vias Perimetrales;23264,81;;;-;-
2026-05-10;45;3.4.8;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Vias Perimetrales;23264,81;;;-;-
2026-05-17;46;3.4.8;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Vias Perimetrales;23264,81;;;-;-
2026-05-24;47;3.4.8;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Vias Perimetrales;23264,81;;;-;-
2026-05-31;48;3.4.8;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Vias Perimetrales;23264,81;;;-;-
2026-06-07;49;3.4.8;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Vias Perimetrales;23264,81;;;-;-
2026-06-14;50;3.4.8;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Vias Perimetrales;23264,81;;;-;-
2026-06-21;51;3.4.8;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Vias Perimetrales;23264,81;;;-;-
2026-06-28;52;3.4.8;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Vias Perimetrales;23264,81;;;-;-
2026-07-05;53;3.4.8;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Vias Perimetrales;23264,81;;;-;-
2026-07-12;54;3.4.8;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Vias Perimetrales;23264,81;;;-;-
2026-07-19;55;3.4.8;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Vias Perimetrales;23264,81;;;-;-
2026-07-26;56;3.4.8;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Vias Perimetrales;23264,81;;;-;-
2026-08-02;57;3.4.8;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Vias Perimetrales;23264,81;;;-;-
2026-08-09;58;3.4.8;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Vias Perimetrales;23264,81;;;-;-
2026-08-16;59;3.4.8;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Vias Perimetrales;23264,81;;;-;-
2026-08-23;60;3.4.8;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Vias Perimetrales;23264,81;;;-;-
2025-07-06;1;3.4.9;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Drenajes Lluvias;0,0;0,0;0,0;-;-
2025-07-13;2;3.4.9;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Drenajes Lluvias;0,0;0,0;0,0;-;-
2025-07-20;3;3.4.9;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Drenajes Lluvias;0,0;0,0;0,0;-;-
2025-07-27;4;3.4.9;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Drenajes Lluvias;0,0;0,0;0,0;-;-
2025-08-03;5;3.4.9;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Drenajes Lluvias;0,0;0,0;0,0;-;-
2025-08-10;6;3.4.9;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Drenajes Lluvias;291,72;216,96;392,75;Inicio de excavacion en terreno seco.;Aprobacion de APU sin desvios.
2025-08-17;7;3.4.9;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Drenajes Lluvias;670,21;498,46;902,33;Lluvias aisladas retrasan levemente el armado de formaleta.;Reporte de horas hombre dentro de linea base.
2025-08-24;8;3.4.9;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Drenajes Lluvias;1090,23;810,84;1467,82;Se solicita equipo de bombeo preventivo.;Suministro de concreto premezclado facturado segun presupuesto.
2025-08-31;9;3.4.9;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Drenajes Lluvias;1539,73;1145,15;2072,99;Lluvias aisladas retrasan levemente el armado de formaleta.;Aprobacion de APU sin desvios.
2025-09-07;10;3.4.9;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Drenajes Lluvias;2012,51;1496,78;2709,51;Se solicita equipo de bombeo preventivo.;Suministro de concreto premezclado facturado segun presupuesto.
2025-09-14;11;3.4.9;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Drenajes Lluvias;2504,7;1862,83;3372,17;Paralizacion parcial. Se instalan bombas de achique 24/7.;Impacto a flujo de caja por horas extras de cuadrillas en achique.
2025-09-21;12;3.4.9;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Drenajes Lluvias;3013,64;2241,35;4057,37;Rendimiento de cuadrilla cae al 30%. Terreno inestable y lodoso.;Sobrecosto grave: Aprobacion de adicionales por alquiler de bombas y mangueras.
2025-09-28;13;3.4.9;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Drenajes Lluvias;3537,38;2630,88;4762,5;Paralizacion parcial. Se instalan bombas de achique 24/7.;Disputa con contratista por rendimientos no contemplados en contrato.
2025-10-05;14;3.4.9;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Drenajes Lluvias;4074,41;3030,28;5485,52;Derrumbe de taludes en cimentacion mayor por saturacion.;Impacto a flujo de caja por horas extras de cuadrillas en achique.
2025-10-12;15;3.4.9;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Drenajes Lluvias;4623,53;3438,68;6224,82;Paralizacion parcial. Se instalan bombas de achique 24/7.;Sobrecosto grave: Aprobacion de adicionales por alquiler de bombas y mangueras.
2025-10-19;16;3.4.9;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Drenajes Lluvias;5183,76;3855,35;6979,08;Derrumbe de taludes en cimentacion mayor por saturacion.;Impacto a flujo de caja por horas extras de cuadrillas en achique.
2025-10-26;17;3.4.9;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Drenajes Lluvias;5754,28;4279,66;7747,19;Derrumbe de taludes en cimentacion mayor por saturacion.;Sobrecosto grave: Aprobacion de adicionales por alquiler de bombas y mangueras.
2025-11-02;18;3.4.9;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Drenajes Lluvias;6334,4;4711,12;8528,23;Derrumbe de taludes en cimentacion mayor por saturacion.;Impacto a flujo de caja por horas extras de cuadrillas en achique.
2025-11-09;19;3.4.9;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Drenajes Lluvias;6923,52;5149,27;9321,38;Rendimiento de cuadrilla cae al 30%. Terreno inestable y lodoso.;Sobrecosto grave: Aprobacion de adicionales por alquiler de bombas y mangueras.
2025-11-16;20;3.4.9;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Drenajes Lluvias;7521,13;5593,73;10125,97;Derrumbe de taludes en cimentacion mayor por saturacion.;Disputa con contratista por rendimientos no contemplados en contrato.
2025-11-23;21;3.4.9;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Drenajes Lluvias;8126,76;;;-;-
2025-11-30;22;3.4.9;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Drenajes Lluvias;8740,02;;;-;-
2025-12-07;23;3.4.9;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Drenajes Lluvias;9360,53;;;-;-
2025-12-14;24;3.4.9;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Drenajes Lluvias;9987,98;;;-;-
2025-12-21;25;3.4.9;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Drenajes Lluvias;10622,08;;;-;-
2025-12-28;26;3.4.9;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Drenajes Lluvias;11262,55;;;-;-
2026-01-04;27;3.4.9;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Drenajes Lluvias;11909,15;;;-;-
2026-01-11;28;3.4.9;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Drenajes Lluvias;12561,66;;;-;-
2026-01-18;29;3.4.9;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Drenajes Lluvias;13219,87;;;-;-
2026-01-25;30;3.4.9;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Drenajes Lluvias;13883,58;;;-;-
2026-02-01;31;3.4.9;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Drenajes Lluvias;14552,63;;;-;-
2026-02-08;32;3.4.9;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Drenajes Lluvias;15226,85;;;-;-
2026-02-15;33;3.4.9;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Drenajes Lluvias;15226,85;;;-;-
2026-02-22;34;3.4.9;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Drenajes Lluvias;15226,85;;;-;-
2026-03-01;35;3.4.9;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Drenajes Lluvias;15226,85;;;-;-
2026-03-08;36;3.4.9;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Drenajes Lluvias;15226,85;;;-;-
2026-03-15;37;3.4.9;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Drenajes Lluvias;15226,85;;;-;-
2026-03-22;38;3.4.9;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Drenajes Lluvias;15226,85;;;-;-
2026-03-29;39;3.4.9;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Drenajes Lluvias;15226,85;;;-;-
2026-04-05;40;3.4.9;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Drenajes Lluvias;15226,85;;;-;-
2026-04-12;41;3.4.9;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Drenajes Lluvias;15226,85;;;-;-
2026-04-19;42;3.4.9;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Drenajes Lluvias;15226,85;;;-;-
2026-04-26;43;3.4.9;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Drenajes Lluvias;15226,85;;;-;-
2026-05-03;44;3.4.9;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Drenajes Lluvias;15226,85;;;-;-
2026-05-10;45;3.4.9;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Drenajes Lluvias;15226,85;;;-;-
2026-05-17;46;3.4.9;3. Obras Civiles;3.4 Estructuras de Concreto;Estructuras de Concreto - Drenajes Lluvias;15226,85;;;-;-
